name,creator,price,rating,ratingCount,salesCount,recommendation,affiliateRate,category,source,productUrl
"Notion Book Tracker v1.0","123done",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ykaxj"
"Mindmapping Organizer [Template]","Kahana",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://wghkn"
"Notion Student Dashboard","Valen Notion",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bomit"
"Waggy - Pet Shop Free eCommerce Figma Website Design","TemplatesJungle",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://ioaur"
"Jeff Su's Meeting Notes Template (Google Docs)","Jeff Su",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://rkrcec"
"Notion Goals Tracker","iamsourabhshen",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dafjq"
"Notion Student Paper and Readings Organizer","Garry",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://iljqx"
"Modèle Notion - Suivre ses recherches de stage","Lou Attal",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nbuci"
"The Personal Medical Library (Notion Template)","FALCONNOTES",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://avjku"
"Event Planner Notion Template","Hafsah | Notion Templates",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://neran"
"Notion Template for Projects Database","Yassen Shopov",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://daobsp"
"Knowledge Base Notion Template","Solo Solutions",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://trjaa"
"Build With Me: Daily Planner Notion Template","The Organized Notebook",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://tsgtj"
"12 Secret Ai Websites","proaitool",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://vxmdk"
"Annotation/Quote Tracker Notion Template","Hafsah | Notion Templates",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yvinf"
"1000+ chatGPT Copywriting Prompts.","proaitool",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://uxvuz"
"500 ChatGPT Prompts for Online Business.","proaitool",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://jpaes"
"Building a Second Brain With Obsidian(Course)","Prakash Joshi Pax",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://tcjkb"
"Storyline productivity schedule for Obsidian Day notes","C.J. Wilson",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://ipYhU"
"IG Carousel Template (FREE!)","Arthur Edelmans",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://ccbom"
"Minimal Notion Template (Tasks & Notes)","Productive Setups",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xbuncy"
"Notion Mini Coffee | A Journal to Coffee Journey","Talentpreneur | Home for Creative Digital Creator",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://oxast"
"Business OS: The Notion System for Entrepreneurs","Ayk Martirosyan",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://klkah"
"100+ Notion Aesthetic Cover Pack","Notion Avenue",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vxkhj"
"Notor - Framer Template","88 Pixels",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://mfafph"
"Free Expenses Tracker","Notion Avenue",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://kqfic"
"Web Bookmark Manager","Hashim | Notion4Management",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://jztho"
"Notion | The Holiday Gift Planner Combo","anaffinityfor",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vbkdvu"
"Notion Girly life OS","noteway",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uopgy"
"Habit Tracker Advanced OS","Thesauros",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://xwcyh"
"[Notion] AI Driven Six Thinking Hats","Your Notion Dose",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xafror"
"Task Manager OS","Thesauros",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://fmqql"
"The Ultimate Writer's Organization Tool","Charlie",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://wkvbz"
"Bullet Journal OS","Thesauros",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://xpwcpy"
"Notion Get/To/Buy Framework","MrPugo",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://klzuua"
"Thoughtful Moments: Daily Journaling & Habit Tracker","Gianno Russo",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://hefjfa"
"Task Manager","Locominder",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://kkcfi"
"Sleep Tracker and Dream Journal","Premium Pixels",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://gemzs"
"Healthy Work-Life Balance for Husbands","Randy Valencia",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://mawmi"
"Career and Productivity Insights: Bite-sized Wisdom","Randy Valencia",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://fdian"
"Notion Template - Life Reset - Any day of the year!","New Roads Travelled",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ageyrl"
"Project Manager for Companies & Businesses (Simple)","The Notioneer",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://nxvjh"
"50 UX Metrics (Notion Repository)","UX DEPARTMENT",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mhgjkf"
"Framework: Find Your Purpose In Life (Ghibli Theme)","Wonderism",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://vnknw"
"Notion E-commence website checklist for design and development","Sander Janssen",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ffwbx"
"Notion To-do list template","Loraticon",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mmdhb"
"Machine Learning Second Brain","Daniel García",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://adpep"
"Build With Me: Mood Board Notion Template","The Organized Notebook",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://eupmgw"
"Moodboard | OS","Thesauros",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://srdsd"
"Notion Bio-Link Page","Actions",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://maaaai"
"Time Blocking Panel","ProductivityPeek",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://clfnf"
"Free Relationship Manager","Notion Avenue",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://auqjt"
"Book Tracker","Notionshark",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://zgsad"
"🎶 MusPractice - Song Library - Rock Your Practice Sessions","Ian Dikhtiar",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/tahtt"
"🚫 Bad Habit Tracker - Take Control of Your Life","Ian Dikhtiar",28,3,3,20,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/pvdji"
"Limitless Notion Templates - 30 Days Habit Tracker","Go Limitless",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/268767443/MyqIO"
"Notion Goals & Productivity System","Ayk Martirosyan",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/858611923/vxHChD"
"Notion Invoice Manager","Design Freaks",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/1051518675/uqrrf"
"Notion Bucket List","Design Freaks",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/1051518675/nvesl"
"The Beginner's Guide to Affiliate Site Building: From Zero to Monetized","Alek Asaduryan 🎯",29,1,1,20,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/425229011/wxaxh"
"Article Reading List","Systems with Erika",15,1,1,19,"RECOMMENDED","partner","template","gumroad_new","https://ikefv"
"💸 Wealth Management Bundle 3.0 - Empower Your Financial Future","Ian Dikhtiar",197,2,2,19,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/hxismv"
"Personal Finance Dashboard, Monthly Budget Planner, Bank Account Tracker, Excel and Google Sheets Budget Template, Bank Account Credit Card Tracker","Amon Cheruiyot",8,,,18,"RECOMMENDED","partner","template","gumroad_new","https://bvnooo"
"Notion Ultimate Color Guide Template (Free ver.) - Digital Palette","Jeepha",0,2,2,118,"RECOMMENDED","partner","template","gumroad_new","https://ayhbu"
"Iceland Trip Planner + Itinerary 2025","Let's Go Lukiih",12,1,20251,18,"RECOMMENDED","partner","template","gumroad_new","https://utkus"
"Notion Template Vault","Philipp Stelzel",197,1,1,17,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/117590867/nxbsen"
"Airbnb - Property Rental Website - Notion Template","Go Limitless",29,,,17,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/268767443/xdpix"
"Zenith: Portfolio Website (Super Template)","Matt Bio",19,2,2,17,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/346433235/kfibd"
"SaaS Customer Onboarding Dashboard in Notion","Carina @ ScaleUp Notion",29,,,17,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/676084435/dmjrj"
"Poros Planner","Poros (https://www.notion.so/Poros-130ad80f34864ff1830daf0172a7bd88?pvs=21)",7.5,4.8,222,,"UNKNOWN","10","productivity","notionstack_unmatched","https://gumroad.com/a/417482451/pkxjp"
"Home Renovation Expense Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,15,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/qxtwg"
"Monthly Budget Google Sheets Template | Budget Spreadsheet Template | Simple Budget Planner Financial Growth | Digital Budget Planner","Amon Cheruiyot",8,,,14,"RECOMMENDED","partner","template","gumroad_new","https://jiuxl"
"User Interview Toolkit - run interviews that uncover valuable insights!","Ondrej Prostrednik",19,,,12,"RECOMMENDED","partner","template","gumroad_new","https://nucbiq"
"Debt Snowball Spreadsheet for Google Sheets Excel, Debt Payoff Tracker, Debt Snowball Calculator, Debt Payment Tracker, Loan Payoff Tracker","Amon Cheruiyot",8,,,12,"RECOMMENDED","partner","template","gumroad_new","https://ailpr"
"Job Application Tracker Notion Template","Happy Habbits",5,1,1,11,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hfjvb"
"Notion Book Tracker","Nathalia",8,,,9,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://esipl"
"Notion Mind Journal","Mr. Notion Templates",0,2,2,109,"RECOMMENDED","partner","template","gumroad_new","https://adfgiu"
"Ultimate Notion Project Manager","DCODED STUDIO",9,,,9,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jtuvn"
"10-in-1 Wedding Spreadsheet - Online Budget Planner, Guest List Template Google Sheets Checklist, Expense Worksheet & Venue Comparison","Amon Cheruiyot",8,,,8,"RECOMMENDED","partner","template","gumroad_new","https://ezysyp"
"Small Company Organizer OS","Barbarepublic",10,,,8,"RECOMMENDED","partner","template","gumroad_new","https://psjkx"
"The Gallery Dashboard","Nathalia",9,,,7,"RECOMMENDED","partner","template","gumroad_new","https://xreht"
"Gewohnheitstracker (Habit Tracker) Vorlage für Notion (Deutsch)","Philipp Stelzel",0,,,107,"RECOMMENDED","partner","template","gumroad_new","https://damno"
"Marriage Certificate PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,7,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/taiqqm"
"Research Proposal PDF generator","Sanat | The Accountant Guy (Finance Products)",9,,,7,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/eklipd"
"Notion Social Media Planner","Mr. Notion Templates",0,2,2,105,"RECOMMENDED","partner","template","gumroad_new","https://tooxu"
"🎶 Rock Your Music Skills With MusPractice Template! - MusPractice","Ian Dikhtiar",49,1,1,5,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/katowa"
"Savings Funds Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,5,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/gtzrp"
"GTD System Notion Template Download","Severin",37,,,4,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402026707/obslc"
"Resume PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,4,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/xtwgt"
"Digital Marketing Proposal PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,4,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/ijeozm"
"Bookshelf - Notion Template","Radiant Rebel",5,1,1,3,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qalnw"
"Appointment Form PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,3,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/zuklpz"
"Personal Assistant Confidentiality Agreement Pdf Generator","Sanat | The Accountant Guy (Finance Products)",9,,,3,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/toomt"
"🏠 iManage! My Duplex - Simplify Your Hose Hacking","Ian Dikhtiar",199,1,1,2,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/wuunjs"
"Ad Spend Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,2,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/mefrq"
"AutoDocCreator Automation","Sanat | The Accountant Guy (Finance Products)",99,,,2,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/gawrcw"
"Flight Itinerary PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,2,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/govbs"
"Construction Quote Pdf Generator","Sanat | The Accountant Guy (Finance Products)",9,,,2,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/enemm"
"💭 Lucid Dreaming Journal","Ian Dikhtiar",10,1,1,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/vfxaz"
"🎓 Notion for University Students - Take Control of Your Academics","Ian Dikhtiar",49,,,1,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/tvvxgv"
"Import Export Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/wrzjqr"
"Online Quiz Application Form","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/kkhnh"
"Retainer vs Hourly Resource Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/wvneaw"
"Client Proposal & Pitching Costs","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/himmpk"
"Applicants Screening Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/bejbny"
"Video Submission Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/fpykio"
"Employee of the Month PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/eolxl"
"Flight Ticket PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/mkapi"
"Hotel Bookings PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/zsewoq"
"Mobile App Development PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/rmciih"
"Trip Itinerary PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/wnsbfk"
"Web Design Contracts PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/tlwvvs"
"Wedding Photography PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/cxvyik"
"Photography Contract Pdf Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/cisdy"
"Training Evaluation Survey Pdf Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/akhwl"
"Concert Press Release Pdf Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/pltpe"
"Artist Press Release Pdf Generator","Sanat | The Accountant Guy (Finance Products)",9,,,1,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/wmoxzb"
