name,creator,price,rating,ratingCount,salesCount,type,subcategory,recommendation,affiliateRate,source,productUrl
"👁️‍🗨️ 2024 Updated Notion Hub","Krystal Maya",1,3,3,179,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mkbdr"
"(50% OFF!) Notionable Tasks Hub","David Kiriakidis",0,,,274,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/GiOVA"
"Limitless - 75+ Notion Components","Go Limitless",29,4,4,93,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/268767443/liWDZ"
"On-Page SEO Checklist for 2024","Growth Content",7,,,170,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vEVgj"
"Visual Album  (Beyoncé: The Platinum Edition)  | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,3,3,267,"tool","content","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/nGkFj"
"💳 Subscription Tracker Notion Template","Ian Dikhtiar",9,1,1,162,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/145902419/mkdwi"
"Student OS (Dashboard)","System Flow Lab",9.99,4,4,81,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/euxks"
"Notion Starter Pack. 10 Free Template Included","Notion Avenue",0,13,13,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mende"
"Habit Tracker Notion Template","The Organized Notebook",0,13,13,,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pbktv"
"Notion Personal Dashboard","Álvaro Souza",0,13,13,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wbsszm"
"Notion Template: Instagram Planner and Calendar","Molly @ Notionology",0,13,13,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nPcWs"
"Simple Workout and Gym Tracker for Notion","Philipp Stelzel",0,13,13,,"template","journal","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jbkcx"
"Notion Goal Tracker","Notionland",0,13,13,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gxusl"
"Top 100+ Online Business Resources","Ross Fledderjohn",0,13,13,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vzfvm"
"Flashcards For Notion","Red Gregory",0,13,13,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xgnhk"
"The Ultimate Task Manager","donbader",0,13,13,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qahvdq"
"🍂 My Library - Reading Journal [Notion Template]","Rachel",0,13,13,,"template","journal","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qgfmd"
"Mini-Course: The Writer’s Hub OS in Notion [+ Template!]","Janice CK | @slow_is_better",89,8,8,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lilcv"
"Notion LIFE PLANNER (updated)","Hashim | Notion4Management",0,13,13,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/svmsuu"
"Notion Template: Bullet Journal (Life Dashboard)","ST | HAY studio",0,13,13,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tcdslf"
"Car Maintenance Notion Template [Limitless OS]","Daniel Marthi",0,13,13,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bcjxi"
"Single Page Resume - Free Notion Template","How To Use Notion",3.49,8,8,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/DAUWW"
"Master your life: Notion Life OS","Notion Tinn",30,8,8,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jzdnr"
"Notion Subscription Manager Template - Efficient Subscription Tracking","PrintableUtils",2.95,8,8,,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vaayi"
"162 Career Development | Ad Creation | Midjourney Prompts","Aivik",5,8,8,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ntovu"
"Web Bookmarks Manager","Workcraft Labs",0,13,13,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ljsfb"
"Pomodoro Task Management 🍅 Free Notion template","Productive Setups",0,13,13,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hwnvx"
"Mobile Idea Dump [ADHD] Dashboard Add-On","Braelyn | Mynd for ADHD",0,13,13,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/iedos"
"FREE: Dream Journal Notion Template","Will - The Productive Dad",0,13,13,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/axfPk"
"Viajes en Notion","Planeta Notion",0,13,13,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dvhwv"
"How to get the best out of ChatGPT by OneUp - with extensive examples and Mighty PromptGPT prompt (Mother of all prompts)","OneUp",0,13,13,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kgssq"
"92 Financial Services | Ad Creation | Midjourney Prompts","Aivik",5,8,8,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ytjnh"
"Notion Virtual Backgrounds Pack","Enu Suzuki",0,13,13,,"course","student","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/itkfi"
"Notion Book & Show Tracker","Fiction",0,13,13,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hqkah"
"Notion Movie Journal","Mattsss",2.99,8,8,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qcycr"
"Habit Tracker with Charts Overview","Taskspaces",0,13,13,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/acpne"
"Notion To-Do Manager","Chris",0,13,13,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cnxkgg"
"Notion Ultimate Task Manager","Chris",0,13,13,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ipsat"
"The Comfy Talks","Poonam Sharma",0,13,13,,"template","finance","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mjviht"
"144 Professional Ecommerce Product Photos Midjourney Prompts","Aivik",5,8,8,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kkmqo"
"Free Notion Self-Care Trackers","Oi Design Lab",0,13,13,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wsleu"
"Social Media Growth Roadmap","Notionwhale",0,13,13,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ougplb"
"SEO Strategy Planner with Notion","El Vairus Notion Templates",49,8,8,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/imfwum"
"FREE - Project Management - A Notion Template for Teams","Will - The Productive Dad",0,13,13,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/DfXyi"
"Shark Tanks Terms - 60+ Shark Tank India (Season 2) Terms Quickly Explained","Ankit Shukla",0,13,13,,"course","student","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/buvwy"
"Self Sprint: A Notion Template","NellieNotion Templates Creator",0,13,13,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/btopyy"
"Stacked Habits Notion Template","NellieNotion Templates Creator",0,13,13,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/efmzf"
"Project Management OS","Thesauros",0,13,13,,"tool","project-management","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ublqwy"
"Notion CRM Tracker","Sam Bird",0,13,13,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lijbz"
"Optimized Aesthetic Life Planner Notion Template: Your Ultimate Planning Companion","Kristina Krymova",0,13,13,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nilzp"
"Content Creator Brain Dump Notion Template","Hafsah | Notion Templates",0,13,13,,"template","content","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xucdzt"
"Networking Gift Guide","Life-Guide",19.9,8,8,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yughf"
"Notion Personal OKRs","MrPugo",0,13,13,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uwapht"
"Freelancer Deliverables","Notion Workflow Templates & Consulting",0,13,13,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nqsif"
"Notion Bullet Journal","EasyBlocks",19,8,8,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rfxhg"
"Social Media OS","The Notion Noob",0,13,13,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/figxw"
"Auto Dashboard Notion Template","Randy Valencia",0,13,13,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hlfzo"
"Run Tracker | Notion Template","Harrison",0,13,13,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/sabji"
"Game Dev Manager","CreatorJagat",0,13,13,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wnsxa"
"Complete Digital Grimoire (Notion template)","Witches vs. Patriarchy",0,13,13,,"template","template","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fjfaz"
"Notion Template for Students (Study Station)","Productive Setups",0,13,13,,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zxlxe"
"🚀 Elevating Real Estate Careers To New Heights - iManage! Real Estate Resources","Ian Dikhtiar",0,13,13,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/145902419/dsmof"
"Simple Workout and Gym Tracker for Notion","Philipp Stelzel",0,13,13,,"template","journal","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/117590867/jbkcx"
"Strategic Tools [Notion Template]","NOXEN STUDIO",0,13,13,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/34557139/HqdaJ"
"The Happiness Bar | Digital 2022 Gratitude Journal | Aesthetic Notion Template","The Notion Bar by Frances Odera Matthews",0,13,13,,"template","journal","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/smzkv"
"25+ Notion Template Marketplaces","Chichi",0,13,13,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/520909011/epbjbm"
"Notion Habit Trackers","Chris",0,13,13,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/376061651/iqpsh"
"Notion Cloud","iNotion",10,8,8,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/39386835/foqru"
"Rich Finance Tracker","iNotion",15,8,8,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/39386835/tyvoat"
"Digital Resume/CV/Portfolio | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,1,1,259,"tool","reading","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/QQAkjw"
"Training Course Builder","ManagerHacks by Mona",0,4,4,177,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mvepay"
"UX Playbook (Notion)","30kStore",97,2,2,156,"tool","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/chltq"
"Content Generator with Notion AI","CutTheFluff",5,2,2,151,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zjqujf"
"Watercolor Notion Cover Photo Set | 100 Photo Bundle","The Organized Notebook",0,3,3,248,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dovdtk"
"Weekly meal planner - Notion template","Afiya Anam",6,3,3,145,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wrttn"
"Notion Cover Images & Matching Icon Pack","Jo Lodge",0,12,12,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tnlyen"
"2023 Notion template","Lulu",0,12,12,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uxlrnd"
"Note-Taking Notion Template Bundle","The Organized Notebook",10,7,7,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rixzw"
"Notion Template: A Virtual Study/Work Café with Pomodoro, Music Widgets, etc","ST | HAY studio",0,12,12,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/drbcv"
"Daily Standup Dashboard","Raiu",0,12,12,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/swqvk"
"AI Prompt Pro Notion Template","Virtual Inspiration",0,12,12,,"tool","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cworn"
"Task Dashboard Notion Template","The Organized Notebook",2,7,7,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/khopx"
"Notion Cover Template for Gumroad Products & Promotion","Emiliano Vittoriosi",0,12,12,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jhuhu"
"Finance Tracker","Brooke",0,12,12,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wwqfs"
"Newsletter Subscriber Export","Burk",0,12,12,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/akxrva"
"Notion Invoice Creator","Notionland",0,12,12,,"tool","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zybfj"
"Atomic Journaling | Free Guide & Template","Workcraft Labs",0,12,12,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vmrdho"
"Mood Journal & Tracker Notion Template","The Organized Notebook",7,7,7,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/eprryq"
"My Wishlist & Bucket List Notion Template [Limitless OS]","Daniel Marthi",0,12,12,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vvfoj"
"Product Box Mockup Tutorial","Edward",0,12,12,,"tool","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uozkv"
"Streaming Platform Notion Template","Productive Setups",0,12,12,,"course","template","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rlmwk"
"Notion College Degree Course Tracker","Alison Y, MD - Digi Doc 🩺",5,7,7,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zoqvr"
"Email Marketing Mastery","The Solo Social",0,12,12,,"course","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xesmat"
"Free product copy generator (with Notion AI)","PM optimizer",0,12,12,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/impeh"
"Notion Product Design / UX Ultimate Bundle","UX FOX",0,12,12,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lfxopb"
"SpectraBlend: Captivating Notion Cover Images and Banners for Notion Templates, Social Media, and More!","Ahmet Deveci",0,12,12,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/suego"
"Invoice Generator in Notion","Matthias Frank",0,12,12,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ujgav"
"Mystery Box","Prototion",9,7,7,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rsqzi"
"Recurring Tasks Made Easy - Notion Template","Daniel Canosa",0,12,12,,"template","template","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/BHdAO"
"Simple CRM (Notion Template)","Daniel Canosa",0,12,12,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/BfkmP"
"146 Landscape Transparent Globe Midjourney Prompts","Aivik",5,7,7,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ildbx"
"Simple Roam Research Notion Template [Limitless OS]","Daniel Marthi",0,12,12,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wwsbmm"
"Bucket List Template","Notion Avenue",0,12,12,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xwvmx"
"Finding Your "WHY" Notion Workspace","Shie Connect",0,12,12,,"tool","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/krcwq"
